YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2009,094083,NORTH ST. FRANCOIS CO. R-I,1050,NORTH CO. SR. HIGH,984,21,2.1,0,0,5,0.5,6,0.6,0,0,10,1,0,0,1,0.1,20,2,0,0,2,0.2
2010,094083,NORTH ST. FRANCOIS CO. R-I,1050,NORTH CO. SR. HIGH,944,25,2.6,0,0,0,0,25,2.6,0,0,0,0,0,0,0,0,25,2.6,0,0,1,0.1
2011,094083,NORTH ST. FRANCOIS CO. R-I,1050,NORTH CO. SR. HIGH,938,31,3.3,0,0,8,0.9,23,2.5,0,0,0,0,0,0,0,0,31,3.3,0,0,1,0.1
2012,094083,NORTH ST. FRANCOIS CO. R-I,1050,NORTH CO. SR. HIGH,934,22,2.4,0,0,4,0.4,15,1.6,0,0,2,0.2,1,0.1,0,0,22,2.4,0,0,0,0
2013,094083,NORTH ST. FRANCOIS CO. R-I,1050,NORTH CO. SR. HIGH,918,25,2.7,2,0.2,9,1,10,1.1,0,0,3,0.3,1,0.1,0,0,25,2.7,0,0,0,0
2014,094083,NORTH ST. FRANCOIS CO. R-I,1050,NORTH CO. SR. HIGH,916,35,3.8,0,0,15,1.6,13,1.4,0,0,4,0.4,3,0.3,5,0.5,30,3.3,0,0,5,0.5
2015,094083,NORTH ST. FRANCOIS CO. R-I,1050,NORTH CO. SR. HIGH,940,28,3,0,0,13,1.4,12,1.3,0,0,1,0.1,2,0.2,0,0,28,3,0,0,0,0
2016,094083,NORTH ST. FRANCOIS CO. R-I,1050,NORTH CO. SR. HIGH,896,18,2,0,0,7,0.8,7,0.8,0,0,4,0.4,0,0,0,0,18,2,0,0,0,0
2001,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,485,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2002,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,489,15,3.1,1,0.2,3,0.6,9,1.8,0,0,2,0.4,0,0,4,0.8,11,2.2,0,0,0,0
2003,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,494,20,4,0,0,10,2,3,0.6,0,0,7,1.4,0,0,0,0,20,4,0,0,0,0
2004,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,556,3,0.5,0,0,0,0,1,0.2,0,0,2,0.4,0,0,0,0,3,0.5,0,0,0,0
2005,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,519,5,1,1,0.2,2,0.4,0,0,0,0,2,0.4,0,0,0,0,5,1,0,0,0,0
2006,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,485,2,0.4,0,0,0,0,2,0.4,0,0,0,0,0,0,2,0.4,0,0,0,0,2,0.4
2007,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,466,10,2.1,0,0,6,1.3,1,0.2,0,0,3,0.6,0,0,0,0,10,2.1,0,0,0,0
2008,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,483,14,2.9,0,0,2,0.4,5,1,0,0,7,1.4,0,0,0,0,14,2.9,0,0,0,0
2009,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,458,14,3.1,0,0,0,0,2,0.4,0,0,10,2.2,2,0.4,0,0,14,3.1,0,0,0,0
2010,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,441,12,2.7,0,0,0,0,12,2.7,0,0,0,0,0,0,0,0,12,2.7,0,0,0,0
2011,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,479,12,2.5,0,0,0,0,12,2.5,0,0,0,0,0,0,0,0,12,2.5,0,0,0,0
2012,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,482,16,3.3,0,0,1,0.2,12,2.5,0,0,3,0.6,0,0,0,0,16,3.3,0,0,1,0.2
2013,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,485,8,1.6,0,0,1,0.2,6,1.2,0,0,1,0.2,0,0,0,0,8,1.6,0,0,2,0.4
2014,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,475,6,1.3,0,0,2,0.4,3,0.6,0,0,0,0,1,0.2,0,0,6,1.3,0,0,0,0
2015,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,477,10,2.1,0,0,2,0.4,7,1.5,0,0,0,0,1,0.2,0,0,10,2.1,0,0,0,0
2016,094083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE,520,6,1.2,0,0,0,0,5,1,0,0,0,0,1,0.2,0,0,6,1.2,0,0,1,0.2
2001,094083,NORTH ST. FRANCOIS CO. R-I,4020,BONNE TERRE ELEM.,745,2,0.3,0,0,0,0,2,0.3,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0
2002,094083,NORTH ST. FRANCOIS CO. R-I,4020,BONNE TERRE ELEM.,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,094083,NORTH ST. FRANCOIS CO. R-I,4020,BONNE TERRE ELEM.,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,094083,NORTH ST. FRANCOIS CO. R-I,4020,BONNE TERRE ELEM.,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,094083,NORTH ST. FRANCOIS CO. R-I,4020,BONNE TERRE ELEM.,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,094083,NORTH ST. FRANCOIS CO. R-I,4020,BONNE TERRE ELEM.,750,46,6.1,0,0,0,0,46,6.1,0,0,0,0,0,0,36,4.8,10,1.3,0,0,29,3.9
2007,094083,NORTH ST. FRANCOIS CO. R-I,4020,BONNE TERRE ELEM.,822,10,1.2,0,0,0,0,6,0.7,0,0,2,0.2,2,0.2,10,1.2,0,0,0,0,7,0.9
2008,094083,NORTH ST. FRANCOIS CO. R-I,4020,BONNE TERRE ELEM.,784,23,2.9,0,0,0,0,23,2.9,0,0,0,0,0,0,14,1.8,9,1.1,0,0,10,1.3
2009,094083,NORTH ST. FRANCOIS CO. R-I,4020,NORTH COUNTY PRIMARY,740,4,0.5,0,0,0,0,4,0.5,0,0,0,0,0,0,3,0.4,1,0.1,0,0,2,0.3
2010,094083,NORTH ST. FRANCOIS CO. R-I,4020,NORTH COUNTY PRIMARY,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,094083,NORTH ST. FRANCOIS CO. R-I,4020,NORTH COUNTY PRIMARY,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,094083,NORTH ST. FRANCOIS CO. R-I,4020,NORTH COUNTY PRIMARY,696,1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,1,0.1,0,0,0,0
2013,094083,NORTH ST. FRANCOIS CO. R-I,4020,NORTH COUNTY PRIMARY,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,094083,NORTH ST. FRANCOIS CO. R-I,4020,NORTH COUNTY PRIMARY,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,094083,NORTH ST. FRANCOIS CO. R-I,4020,NORTH COUNTY PRIMARY,740,1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,1,0.1,0,0,0,0
2016,094083,NORTH ST. FRANCOIS CO. R-I,4020,NORTH COUNTY PRIMARY,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,453,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2006,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,467,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0
2008,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,439,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
2009,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,482,3,0.6,0,0,0,0,1,0.2,0,0,0,0,2,0.4,1,0.2,2,0.4,0,0,1,0.2
2010,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,482,3,0.6,0,0,0,0,3,0.6,0,0,0,0,0,0,0,0,3,0.6,0,0,0,0
2011,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,479,2,0.4,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0
2012,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,493,20,4.1,0,0,0,0,18,3.7,0,0,2,0.4,0,0,20,4.1,0,0,0,0,9,1.8
2013,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,495,22,4.4,0,0,0,0,20,4,0,0,1,0.2,1,0.2,20,4,2,0.4,0,0,17,3.4
2014,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,525,5,1,0,0,0,0,5,1,0,0,0,0,0,0,4,0.8,1,0.2,0,0,3,0.6
2015,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,485,18,3.7,0,0,2,0.4,13,2.7,0,0,1,0.2,2,0.4,9,1.9,9,1.9,0,0,6,1.2
2016,094083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH.,425,6,1.4,0,0,0,0,5,1.2,0,0,0,0,1,0.2,4,0.9,2,0.5,0,0,3,0.7
2001,094083,NORTH ST. FRANCOIS CO. R-I,4040,DESLOGE ELEM.,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,094083,NORTH ST. FRANCOIS CO. R-I,4040,DESLOGE ELEM.,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,094083,NORTH ST. FRANCOIS CO. R-I,4040,DESLOGE ELEM.,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,094083,NORTH ST. FRANCOIS CO. R-I,4040,DESLOGE ELEM.,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,094083,NORTH ST. FRANCOIS CO. R-I,4040,DESLOGE ELEM.,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,094083,NORTH ST. FRANCOIS CO. R-I,4040,DESLOGE ELEM.,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,094083,NORTH ST. FRANCOIS CO. R-I,4040,DESLOGE ELEM.,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,094083,NORTH ST. FRANCOIS CO. R-I,4040,DESLOGE ELEM.,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,094083,NORTH ST. FRANCOIS CO. R-I,4040,NORTH COUNTY PARKSIDE ELEM.,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,094083,NORTH ST. FRANCOIS CO. R-I,4040,NORTH COUNTY PARKSIDE ELEM.,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,094083,NORTH ST. FRANCOIS CO. R-I,4040,NORTH COUNTY PARKSIDE ELEM.,483,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2
2012,094083,NORTH ST. FRANCOIS CO. R-I,4040,NORTH COUNTY PARKSIDE ELEM.,521,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2013,094083,NORTH ST. FRANCOIS CO. R-I,4040,NORTH COUNTY PARKSIDE ELEM.,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,094083,NORTH ST. FRANCOIS CO. R-I,4040,NORTH COUNTY PARKSIDE ELEM.,442,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,1,0.2
2015,094083,NORTH ST. FRANCOIS CO. R-I,4040,NORTH COUNTY PARKSIDE ELEM.,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,094083,NORTH ST. FRANCOIS CO. R-I,4040,NORTH COUNTY PARKSIDE ELEM.,482,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
2001,094086,CENTRAL R-III,1050,CENTRAL HIGH,549,7,1.3,0,0,0,0,6,1.1,0,0,0,0,1,0.2,0,0,7,1.3,0,0,3,0.5
2002,094086,CENTRAL R-III,1050,CENTRAL HIGH,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,094086,CENTRAL R-III,1050,CENTRAL HIGH,525,9,1.7,6,1.1,2,0.4,1,0.2,0,0,0,0,0,0,5,1,4,0.8,0,0,2,0.4
2004,094086,CENTRAL R-III,1050,CENTRAL HIGH,542,13,2.4,1,0.2,11,2,1,0.2,0,0,0,0,0,0,0,0,13,2.4,0,0,6,1.1
2005,094086,CENTRAL R-III,1050,CENTRAL HIGH,535,4,0.7,0,0,2,0.4,2,0.4,0,0,0,0,0,0,0,0,4,0.7,0,0,0,0
2006,094086,CENTRAL R-III,1050,CENTRAL HIGH,515,16,3.1,3,0.6,0,0,9,1.7,3,0.6,0,0,1,0.2,1,0.2,15,2.9,0,0,0,0
2007,094086,CENTRAL R-III,1050,CENTRAL HIGH,576,6,1,3,0.5,0,0,2,0.3,0,0,1,0.2,0,0,1,0.2,5,0.9,0,0,0,0
2008,094086,CENTRAL R-III,1050,CENTRAL HIGH,586,13,2.2,6,1,0,0,6,1,0,0,1,0.2,0,0,0,0,13,2.2,0,0,0,0
2009,094086,CENTRAL R-III,1050,CENTRAL HIGH,613,10,1.6,1,0.2,0,0,6,1,0,0,2,0.3,1,0.2,2,0.3,8,1.3,0,0,0,0
2010,094086,CENTRAL R-III,1050,CENTRAL HIGH,620,19,3.1,1,0.2,7,1.1,11,1.8,0,0,0,0,0,0,1,0.2,18,2.9,0,0,1,0.2
2011,094086,CENTRAL R-III,1050,CENTRAL HIGH,593,13,2.2,0,0,0,0,11,1.9,0,0,0,0,2,0.3,1,0.2,12,2,0,0,1,0.2
2012,094086,CENTRAL R-III,1050,CENTRAL HIGH,560,12,2.1,0,0,4,0.7,6,1.1,0,0,0,0,2,0.4,0,0,12,2.1,0,0,0,0
2013,094086,CENTRAL R-III,1050,CENTRAL HIGH,564,16,2.8,0,0,2,0.4,12,2.1,0,0,0,0,2,0.4,0,0,16,2.8,0,0,2,0.4
2014,094086,CENTRAL R-III,1050,CENTRAL HIGH,549,11,2,0,0,8,1.5,2,0.4,0,0,1,0.2,0,0,0,0,11,2,0,0,0,0
2015,094086,CENTRAL R-III,1050,CENTRAL HIGH,589,10,1.7,0,0,3,0.5,6,1,0,0,0,0,1,0.2,2,0.3,8,1.4,0,0,0,0
2016,094086,CENTRAL R-III,1050,CENTRAL HIGH,565,4,0.7,0,0,3,0.5,1,0.2,0,0,0,0,0,0,1,0.2,3,0.5,0,0,0,0
2001,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,426,8,1.9,0,0,0,0,6,1.4,1,0.2,0,0,1,0.2,0,0,8,1.9,0,0,2,0.5
2004,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,455,32,7,3,0.7,9,2,15,3.3,0,0,4,0.9,1,0.2,2,0.4,30,6.6,0,0,5,1.1
2005,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,477,11,2.3,0,0,0,0,3,0.6,0,0,0,0,0,0,1,0.2,2,0.4,0,0,0,0
2006,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,453,3,0.7,0,0,0,0,3,0.7,0,0,0,0,0,0,1,0.2,2,0.4,0,0,0,0
2007,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,464,8,1.7,1,0.2,0,0,7,1.5,0,0,0,0,0,0,0,0,8,1.7,0,0,0,0
2008,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,437,20,4.6,4,0.9,0,0,5,1.1,7,1.6,1,0.2,3,0.7,3,0.7,17,3.9,0,0,0,0
2009,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,416,7,1.7,0,0,0,0,5,1.2,1,0.2,0,0,1,0.2,1,0.2,6,1.4,0,0,1,0.2
2010,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,436,12,2.8,0,0,0,0,10,2.3,0,0,0,0,2,0.5,0,0,12,2.8,0,0,0,0
2011,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,417,5,1.2,0,0,0,0,3,0.7,0,0,1,0.2,1,0.2,0,0,5,1.2,0,0,0,0
2012,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,459,16,3.5,0,0,5,1.1,5,1.1,1,0.2,4,0.9,1,0.2,0,0,16,3.5,0,0,0,0
2013,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,426,10,2.3,0,0,7,1.6,0,0,0,0,2,0.5,1,0.2,0,0,10,2.3,0,0,0,0
2014,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,457,12,2.6,1,0.2,4,0.9,6,1.3,0,0,1,0.2,0,0,1,0.2,11,2.4,0,0,1,0.2
2015,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,456,6,1.3,0,0,3,0.7,3,0.7,0,0,0,0,0,0,0,0,6,1.3,0,0,0,0
2016,094086,CENTRAL R-III,2050,CENTRAL MIDDLE,506,5,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0.2,4,0.8,0,0,0,0
2001,094086,CENTRAL R-III,4020,CENTRAL ELEM.,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,094086,CENTRAL R-III,4020,CENTRAL ELEM.,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,094086,CENTRAL R-III,4020,CENTRAL ELEM.,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,094086,CENTRAL R-III,4020,CENTRAL ELEM.,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,094086,CENTRAL R-III,4020,CENTRAL ELEM.,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,094086,CENTRAL R-III,4020,CENTRAL ELEM.,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,094086,CENTRAL R-III,4020,CENTRAL ELEM.,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,094086,CENTRAL R-III,4020,CENTRAL ELEM.,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,094086,CENTRAL R-III,4020,CENTRAL ELEM.,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,094086,CENTRAL R-III,4020,CENTRAL ELEM.,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,094086,CENTRAL R-III,4020,CENTRAL ELEM.,470,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0
2012,094086,CENTRAL R-III,4020,CENTRAL ELEM.,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,094086,CENTRAL R-III,4020,CENTRAL ELEM.,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,094086,CENTRAL R-III,4020,CENTRAL ELEM.,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,094086,CENTRAL R-III,4020,CENTRAL ELEM.,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,094086,CENTRAL R-III,4020,CENTRAL ELEM.,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,094086,CENTRAL R-III,4060,WEST ELEM.,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,094086,CENTRAL R-III,4060,WEST ELEM.,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,094086,CENTRAL R-III,4060,WEST ELEM.,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,094086,CENTRAL R-III,4060,WEST ELEM.,437,3,0.7,0,0,1,0.2,2,0.5,0,0,0,0,0,0,2,0.5,1,0.2,0,0,0,0
2005,094086,CENTRAL R-III,4060,WEST ELEM.,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,094086,CENTRAL R-III,4060,WEST ELEM.,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,094086,CENTRAL R-III,4060,WEST ELEM.,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,094086,CENTRAL R-III,4060,WEST ELEM.,422,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0
2009,094086,CENTRAL R-III,4060,WEST ELEM.,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,094086,CENTRAL R-III,4060,WEST ELEM.,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,094086,CENTRAL R-III,4060,WEST ELEM.,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,094086,CENTRAL R-III,4060,WEST ELEM.,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,094086,CENTRAL R-III,4060,WEST ELEM.,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,094086,CENTRAL R-III,4060,WEST ELEM.,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,094086,CENTRAL R-III,4060,WEST ELEM.,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,094086,CENTRAL R-III,4060,WEST ELEM.,502,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2
2001,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,273,6,2.2,0,0,1,0.4,5,1.8,0,0,0,0,0,0,1,0.4,5,1.8,0,0,3,1.1
2002,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,260,2,0.8,0,0,0,0,0,0,0,0,1,0.4,1,0.4,0,0,2,0.8,0,0,0,0
2003,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,296,4,1.4,0,0,0,0,4,1.4,0,0,0,0,0,0,0,0,4,1.4,0,0,4,1.4
2005,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,291,7,2.4,2,0.7,5,1.7,0,0,0,0,0,0,0,0,0,0,7,2.4,0,0,1,0.3
2006,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,314,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2007,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,310,11,3.5,0,0,6,1.9,3,1,0,0,1,0.3,1,0.3,0,0,11,3.5,0,0,3,1
2008,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,296,3,1,1,0.3,0,0,0,0,0,0,0,0,2,0.7,0,0,3,1,0,0,0,0
2009,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,312,2,0.6,0,0,1,0.3,0,0,0,0,0,0,0,0,0,0,2,0.6,0,0,1,0.3
2010,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,299,5,1.7,0,0,3,1,2,0.7,0,0,0,0,0,0,4,1.3,1,0.3,0,0,4,1.3
2011,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,303,14,4.6,0,0,2,0.7,10,3.3,1,0.3,0,0,1,0.3,2,0.7,12,4,0,0,2,0.7
2013,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,280,7,2.5,0,0,1,0.4,4,1.4,1,0.4,0,0,1,0.4,0,0,7,2.5,0,0,0,0
