YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2014,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,275,4,1.5,0,0,2,0.7,2,0.7,0,0,0,0,0,0,3,1.1,1,0.4,0,0,4,1.5
2015,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,273,4,1.5,0,0,1,0.4,3,1.1,0,0,0,0,0,0,2,0.7,2,0.7,0,0,2,0.7
2016,094087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH,274,3,1.1,0,0,0,0,3,1.1,0,0,0,0,0,0,3,1.1,0,0,0,0,3,1.1
2001,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,235,18,7.7,0,0,8,3.4,10,4.3,0,0,0,0,0,0,5,2.1,6,2.6,0,0,12,5.1
2002,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,234,11,4.7,0,0,2,0.9,6,2.6,0,0,1,0.4,2,0.9,0,0,4,1.7,0,0,7,3
2003,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,247,13,5.3,0,0,2,0.8,9,3.6,0,0,0,0,2,0.8,0,0,5,2,0,0,8,3.2
2004,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,258,6,2.3,0,0,0,0,5,1.9,0,0,1,0.4,0,0,0,0,6,2.3,0,0,6,2.3
2005,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,257,6,2.3,0,0,0,0,3,1.2,0,0,3,1.2,0,0,0,0,6,2.3,0,0,0,0
2006,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,230,6,2.6,0,0,0,0,3,1.3,0,0,0,0,3,1.3,1,0.4,5,2.2,0,0,0,0
2008,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,228,6,2.6,0,0,3,1.3,3,1.3,0,0,0,0,0,0,0,0,6,2.6,0,0,6,2.6
2009,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,236,2,0.8,0,0,1,0.4,1,0.4,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0.8
2010,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,236,4,1.7,0,0,0,0,4,1.7,0,0,0,0,0,0,0,0,4,1.7,0,0,0,0
2011,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,232,12,5.2,0,0,1,0.4,11,4.7,0,0,0,0,0,0,1,0.4,3,1.3,0,0,8,3.4
2012,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,225,5,2.2,0,0,1,0.4,2,0.9,0,0,0,0,2,0.9,0,0,3,1.3,0,0,2,0.9
2013,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,215,7,3.3,0,0,0,0,7,3.3,0,0,0,0,0,0,2,0.9,0,0,0,0,5,2.3
2014,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,245,6,2.4,0,0,0,0,3,1.2,0,0,0,0,0,0,0,0,3,1.2,0,0,3,1.2
2015,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,243,4,1.6,0,0,0,0,4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,4,1.6
2016,094087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE,236,9,3.8,1,0.4,0,0,8,3.4,0,0,0,0,0,0,4,1.7,1,0.4,0,0,7,3
2001,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,458,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2004,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,094087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM.,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,722,6,0.8,0,0,2,0.3,4,0.6,0,0,0,0,0,0,2,0.3,4,0.6,0,0,0,0
2002,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,744,3,0.4,0,0,0,0,3,0.4,0,0,0,0,0,0,3,0.4,0,0,0,0,0,0
2003,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,749,23,3.1,0,0,0,0,20,2.7,0,0,3,0.4,0,0,11,1.5,12,1.6,0,0,5,0.7
2004,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,734,22,3,1,0.1,2,0.3,18,2.5,1,0.1,0,0,0,0,12,1.6,10,1.4,0,0,12,1.6
2005,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,734,20,2.7,2,0.3,2,0.3,15,2,1,0.1,0,0,0,0,6,0.8,13,1.8,1,0.1,8,1.1
2006,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,690,20,2.9,0,0,1,0.1,17,2.5,0,0,0,0,2,0.3,8,1.2,11,1.6,1,0.1,2,0.3
2007,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,711,16,2.3,0,0,1,0.1,14,2,0,0,1,0.1,0,0,4,0.6,12,1.7,0,0,16,2.3
2008,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,739,41,5.5,0,0,5,0.7,31,4.2,2,0.3,1,0.1,2,0.3,17,2.3,24,3.2,0,0,7,0.9
2009,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,713,28,3.9,0,0,0,0,24,3.4,4,0.6,0,0,0,0,15,2.1,13,1.8,0,0,6,0.8
2010,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,716,20,2.8,0,0,5,0.7,9,1.3,1,0.1,5,0.7,0,0,5,0.7,15,2.1,0,0,3,0.4
2011,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,673,13,1.9,0,0,3,0.4,10,1.5,0,0,0,0,0,0,4,0.6,9,1.3,0,0,2,0.3
2012,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,618,5,0.8,0,0,1,0.2,4,0.6,0,0,0,0,0,0,3,0.5,2,0.3,0,0,3,0.5
2013,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,623,13,2.1,3,0.5,0,0,10,1.6,0,0,0,0,0,0,6,1,7,1.1,0,0,6,1
2014,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,630,6,1,0,0,0,0,6,1,0,0,0,0,0,0,6,1,0,0,0,0,2,0.3
2015,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,619,9,1.5,0,0,3,0.5,5,0.8,0,0,0,0,1,0.2,2,0.3,6,1,1,0.2,4,0.6
2016,095059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH,638,10,1.6,0,0,0,0,9,1.4,0,0,0,0,1,0.2,5,0.8,5,0.8,0,0,1,0.2
2001,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,584,25,4.3,0,0,1,0.2,18,3.1,0,0,6,1,0,0,0,0,25,4.3,0,0,0,0
2002,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,534,22,4.1,0,0,3,0.6,14,2.6,1,0.2,2,0.4,2,0.4,1,0.2,21,3.9,0,0,0,0
2003,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,552,22,4,0,0,5,0.9,14,2.5,1,0.2,2,0.4,0,0,11,2,11,2,0,0,3,0.5
2004,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,574,8,1.4,0,0,2,0.3,6,1,0,0,0,0,0,0,4,0.7,3,0.5,1,0.2,4,0.7
2005,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,541,12,2.2,0,0,5,0.9,7,1.3,0,0,0,0,0,0,1,0.2,11,2,0,0,6,1.1
2006,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,529,14,2.6,0,0,2,0.4,11,2.1,1,0.2,0,0,0,0,3,0.6,11,2.1,0,0,1,0.2
2007,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,489,30,6.1,0,0,12,2.5,16,3.3,2,0.4,0,0,0,0,2,0.4,28,5.7,0,0,30,6.1
2008,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,440,8,1.8,0,0,4,0.9,3,0.7,1,0.2,0,0,0,0,2,0.5,6,1.4,0,0,3,0.7
2009,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,441,8,1.8,0,0,0,0,8,1.8,0,0,0,0,0,0,3,0.7,5,1.1,0,0,0,0
2010,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,447,8,1.8,0,0,0,0,4,0.9,0,0,0,0,4,0.9,1,0.2,7,1.6,0,0,0,0
2011,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,449,12,2.7,5,1.1,5,1.1,2,0.4,0,0,0,0,0,0,0,0,12,2.7,0,0,2,0.4
2012,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,463,11,2.4,0,0,5,1.1,6,1.3,0,0,0,0,0,0,4,0.9,7,1.5,0,0,5,1.1
2013,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,436,2,0.5,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0
2014,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,431,4,0.9,0,0,0,0,4,0.9,0,0,0,0,0,0,1,0.2,3,0.7,0,0,2,0.5
2015,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,442,3,0.7,0,0,1,0.2,2,0.5,0,0,0,0,0,0,0,0,3,0.7,0,0,0,0
2016,095059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE,447,3,0.7,0,0,0,0,2,0.4,0,0,0,0,1,0.2,1,0.2,2,0.4,0,0,0,0
2001,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,095059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM.,286,1,0.3,0,0,0,0,0,0,0,0,0,0,1,0.3,1,0.3,0,0,0,0,0,0
2001,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,488,2,0.4,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,2,0.4,0,0,2,0.4
2004,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,467,2,0.4,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0,2,0.4,0,0,2,0.4
2005,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,481,1,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2
2008,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,483,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2012,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,493,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2
2013,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,095059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM.,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,096088,HAZELWOOD,1020,ELEM. SPECIAL PROGRAMS DEPT.,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2514,32,1.3,0,0,1,0,17,0.7,0,0,14,0.6,0,0,0,0,29,1.2,3,0.1,3,0.1
2002,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2534,73,2.9,1,0,7,0.3,28,1.1,1,0,36,1.4,0,0,0,0,71,2.8,2,0.1,6,0.2
2003,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2549,123,4.8,1,0,18,0.7,61,2.4,6,0.2,34,1.3,3,0.1,0,0,123,4.8,0,0,40,1.6
2004,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2549,139,5.5,2,0.1,19,0.7,109,4.3,1,0,2,0.1,6,0.2,0,0,134,5.3,5,0.2,6,0.2
2005,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2633,168,6.4,0,0,19,0.7,144,5.5,0,0,0,0,5,0.2,0,0,165,6.3,3,0.1,46,1.7
2006,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2806,116,4.1,0,0,0,0,116,4.1,0,0,0,0,0,0,0,0,116,4.1,0,0,35,1.2
2007,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2882,261,9.1,0,0,1,0,255,8.8,3,0.1,0,0,2,0.1,0,0,261,9.1,0,0,190,6.6
2008,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2580,124,4.8,0,0,2,0.1,100,3.9,0,0,3,0.1,0,0,0,0,116,4.5,8,0.3,33,1.3
2009,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2365,168,7.1,0,0,0,0,157,6.6,1,0,9,0.4,1,0,0,0,168,7.1,0,0,52,2.2
2010,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2235,194,8.7,0,0,0,0,189,8.5,2,0.1,3,0.1,0,0,3,0.1,191,8.5,0,0,57,2.6
2011,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2166,221,10.2,0,0,0,0,217,10,0,0,3,0.1,1,0,1,0,219,10.1,1,0,54,2.5
2012,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,2047,208,10.2,0,0,0,0,194,9.5,0,0,13,0.6,1,0,0,0,207,10.1,1,0,38,1.9
2013,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,1999,175,8.8,0,0,0,0,168,8.4,2,0.1,5,0.3,0,0,0,0,171,8.6,4,0.2,52,2.6
2014,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,1987,114,5.7,0,0,0,0,112,5.6,0,0,1,0.1,1,0.1,2,0.1,112,5.6,0,0,43,2.2
2015,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,1964,139,7.1,0,0,0,0,139,7.1,0,0,0,0,0,0,7,0.4,131,6.7,1,0.1,63,3.2
2016,096088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH,1964,141,7.2,0,0,0,0,140,7.1,0,0,1,0.1,0,0,5,0.3,136,6.9,0,0,56,2.9
2001,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1750,73,4.2,0,0,8,0.5,49,2.8,0,0,15,0.9,1,0.1,0,0,73,4.2,0,0,36,2.1
2002,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1738,54,3.1,0,0,0,0,32,1.8,0,0,17,1,5,0.3,1,0.1,53,3,0,0,16,0.9
2003,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1810,205,11.3,0,0,10,0.6,96,5.3,12,0.7,84,4.6,3,0.2,1,0.1,204,11.3,0,0,136,7.5
2004,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1881,115,6.1,1,0.1,17,0.9,78,4.1,11,0.6,0,0,8,0.4,0,0,109,5.8,3,0.2,18,1
2005,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1861,165,8.9,0,0,6,0.3,156,8.4,0,0,0,0,3,0.2,0,0,165,8.9,0,0,58,3.1
2006,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1846,116,6.3,0,0,0,0,114,6.2,0,0,0,0,2,0.1,0,0,116,6.3,0,0,32,1.7
2008,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1620,156,9.6,0,0,0,0,126,7.8,3,0.2,1,0.1,0,0,0,0,155,9.6,1,0.1,58,3.6
2009,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1540,101,6.6,0,0,0,0,95,6.2,0,0,2,0.1,4,0.3,0,0,101,6.6,0,0,36,2.3
2010,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1484,90,6.1,0,0,0,0,89,6,0,0,1,0.1,0,0,0,0,90,6.1,0,0,18,1.2
2011,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1481,181,12.2,0,0,0,0,174,11.7,3,0.2,1,0.1,3,0.2,0,0,180,12.2,1,0.1,32,2.2
2012,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1430,116,8.1,0,0,0,0,113,7.9,0,0,2,0.1,1,0.1,0,0,116,8.1,0,0,30,2.1
2013,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1452,76,5.2,0,0,0,0,74,5.1,0,0,1,0.1,1,0.1,0,0,75,5.2,1,0.1,22,1.5
2014,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1379,52,3.8,0,0,0,0,51,3.7,0,0,1,0.1,0,0,2,0.1,50,3.6,0,0,37,2.7
2015,096088,HAZELWOOD,1060,HAZELWOOD EAST HIGH,1365,81,5.9,0,0,0,0,79,5.8,1,0.1,0,0,1,0.1,5,0.4,76,5.6,0,0,38,2.8
